# Wed Mar 15 15:05:26 -0700 2017
# lambda_a =    1.000000E+00; lambda_intens =    0.000000E+00; lambda_b =    0.000000E+00
# it.                 J_T             g_a_int             g_b_int                   J           Delta_J_T             Delta J sec/it
    0  1.229429054781E-02  0.000000000000E+00  0.000000000000E+00  1.229429054781E-02  1.229429054781E-02  1.229429054781E-02      0
    1  2.567281831580E-02  1.282624330797E-02  0.000000000000E+00  3.849906162378E-02  1.337852776799E-02  2.620477107597E-02      4
    2  3.008512856355E-02  9.912286884661E-03  0.000000000000E+00  3.999741544821E-02  4.412310247743E-03  1.432459713240E-02      4
    3  3.198475615658E-02  8.957233878937E-03  0.000000000000E+00  4.094199003552E-02  1.899627593031E-03  1.085686147197E-02      4
    4  3.285924499251E-02  8.073895658567E-03  0.000000000000E+00  4.093314065108E-02  8.744888359313E-04  8.948384494498E-03      4
    5  3.339957771809E-02  7.407527667222E-03  0.000000000000E+00  4.080710538531E-02  5.403327255760E-04  7.947860392798E-03      4
    6  3.377279686476E-02  6.950875230350E-03  0.000000000000E+00  4.072367209511E-02  3.732191466758E-04  7.324094377025E-03      4
    7  3.401666834496E-02  6.635487467180E-03  0.000000000000E+00  4.065215581214E-02  2.438714802013E-04  6.879358947381E-03      4
    8  3.415115589409E-02  6.402709656256E-03  0.000000000000E+00  4.055386555035E-02  1.344875491286E-04  6.537197205385E-03      4
    9  3.419749681521E-02  6.214702520749E-03  0.000000000000E+00  4.041219933596E-02  4.634092111511E-05  6.261043441864E-03      4
   10  3.417735595230E-02  6.049729627874E-03  0.000000000000E+00  4.022708558017E-02 -2.014086290880E-05  6.029588764965E-03      3
   11  3.411018826278E-02  5.896202528232E-03  0.000000000000E+00  4.000639079101E-02 -6.716768951820E-05  5.829034838714E-03      4
   12  3.401191821716E-02  5.748391066053E-03  0.000000000000E+00  3.976030928321E-02 -9.827004562346E-05  5.650121020429E-03      4
   13  3.389476828478E-02  5.603765142465E-03  0.000000000000E+00  3.949853342724E-02 -1.171499323801E-04  5.486615210084E-03      4
   14  3.376768103486E-02  5.461454384537E-03  0.000000000000E+00  3.922913541940E-02 -1.270872499174E-04  5.334367134620E-03      3
   15  3.363694511052E-02  5.321391393449E-03  0.000000000000E+00  3.895833650397E-02 -1.307359243414E-04  5.190655469108E-03      4
   16  3.350682019037E-02  5.183851591921E-03  0.000000000000E+00  3.869067178229E-02 -1.301249201487E-04  5.053726671772E-03      5
   17  3.338007479920E-02  5.049216090217E-03  0.000000000000E+00  3.842929088942E-02 -1.267453911702E-04  4.922470699047E-03      4
   18  3.325841404880E-02  4.917856889890E-03  0.000000000000E+00  3.817627093869E-02 -1.216607503967E-04  4.796196139494E-03      4
   19  3.314280351991E-02  4.790087438433E-03  0.000000000000E+00  3.793289095834E-02 -1.156105288914E-04  4.674476909542E-03      4
   20  3.303370629888E-02  4.666146864323E-03  0.000000000000E+00  3.769985316321E-02 -1.090972210268E-04  4.557049643296E-03      3
   21  3.293125207808E-02  4.546200608154E-03  0.000000000000E+00  3.747745268623E-02 -1.024542208040E-04  4.443746387350E-03      4
   22  3.283535532970E-02  4.430348228464E-03  0.000000000000E+00  3.726570355817E-02 -9.589674837818E-05  4.334451480086E-03      4
   23  3.274579643255E-02  4.318633621932E-03  0.000000000000E+00  3.706443005448E-02 -8.955889715134E-05  4.229074724781E-03      4
   24  3.266227645733E-02  4.211055328591E-03  0.000000000000E+00  3.687333178592E-02 -8.351997521627E-05  4.127535353375E-03      4
   25  3.258445356614E-02  4.107575889916E-03  0.000000000000E+00  3.669202945606E-02 -7.782289119218E-05  4.029752998724E-03      4
   26  3.251196678146E-02  4.008129898356E-03  0.000000000000E+00  3.652009667982E-02 -7.248678468175E-05  3.935643113674E-03      4
   27  3.244445120285E-02  3.912630706226E-03  0.000000000000E+00  3.635708190908E-02 -6.751557860574E-05  3.845115127621E-03      3
   28  3.238154751159E-02  3.820975908816E-03  0.000000000000E+00  3.620252342041E-02 -6.290369126283E-05  3.758072217554E-03      4
   29  3.232290771105E-02  3.733051769257E-03  0.000000000000E+00  3.605595948031E-02 -5.863980053677E-05  3.674411968721E-03      3
   30  3.226819842179E-02  3.648736758874E-03  0.000000000000E+00  3.591693518066E-02 -5.470928926854E-05  3.594027469605E-03      3
   31  3.221710261043E-02  3.567904372232E-03  0.000000000000E+00  3.578500698266E-02 -5.109581135454E-05  3.516808560878E-03      4
   32  3.216932033222E-02  3.490425354069E-03  0.000000000000E+00  3.565974568629E-02 -4.778227821423E-05  3.442643075855E-03      3
   33  3.212456886392E-02  3.416169452269E-03  0.000000000000E+00  3.554073831619E-02 -4.475146829386E-05  3.371417983975E-03      4
   34  3.208258246804E-02  3.345006790038E-03  0.000000000000E+00  3.542758925808E-02 -4.198639588449E-05  3.303020394154E-03      4
   35  3.204311194027E-02  3.276808932375E-03  0.000000000000E+00  3.531992087264E-02 -3.947052777276E-05  3.237338404602E-03      4
   36  3.200592403477E-02  3.211449707021E-03  0.000000000000E+00  3.521737374179E-02 -3.718790549323E-05  3.174261801528E-03      4
   37  3.197080082458E-02  3.148805828045E-03  0.000000000000E+00  3.511960665262E-02 -3.512321019250E-05  3.113682617852E-03      4
   38  3.193753903168E-02  3.088757360562E-03  0.000000000000E+00  3.502629639224E-02 -3.326179289775E-05  3.055495567664E-03      4
   39  3.190594934690E-02  3.031188057502E-03  0.000000000000E+00  3.493713740440E-02 -3.158968478134E-05  2.999598372721E-03      4
