#    row  column                  Re(val)                  Im(val)
     110     109   5.0000000000000000E-01  -0.0000000000000000E+00
     111     110   7.0710678118654757E-01  -0.0000000000000000E+00
     112     111   8.6602540378443860E-01  -0.0000000000000000E+00
     113     112   1.0000000000000000E+00  -0.0000000000000000E+00
     114     113   1.1180339887498949E+00  -0.0000000000000000E+00
     116     115   5.0000000000000000E-01  -0.0000000000000000E+00
     117     116   7.0710678118654757E-01  -0.0000000000000000E+00
     118     117   8.6602540378443860E-01  -0.0000000000000000E+00
     119     118   1.0000000000000000E+00  -0.0000000000000000E+00
     120     119   1.1180339887498949E+00  -0.0000000000000000E+00
     122     121   5.0000000000000000E-01  -0.0000000000000000E+00
     123     122   7.0710678118654757E-01  -0.0000000000000000E+00
     124     123   8.6602540378443860E-01  -0.0000000000000000E+00
     125     124   1.0000000000000000E+00  -0.0000000000000000E+00
     126     125   1.1180339887498949E+00  -0.0000000000000000E+00
     128     127   5.0000000000000000E-01  -0.0000000000000000E+00
     129     128   7.0710678118654757E-01  -0.0000000000000000E+00
     130     129   8.6602540378443860E-01  -0.0000000000000000E+00
     131     130   1.0000000000000000E+00  -0.0000000000000000E+00
     132     131   1.1180339887498949E+00  -0.0000000000000000E+00
     134     133   5.0000000000000000E-01  -0.0000000000000000E+00
     135     134   7.0710678118654757E-01  -0.0000000000000000E+00
     136     135   8.6602540378443860E-01  -0.0000000000000000E+00
     137     136   1.0000000000000000E+00  -0.0000000000000000E+00
     138     137   1.1180339887498949E+00  -0.0000000000000000E+00
     140     139   5.0000000000000000E-01  -0.0000000000000000E+00
     141     140   7.0710678118654757E-01  -0.0000000000000000E+00
     142     141   8.6602540378443860E-01  -0.0000000000000000E+00
     143     142   1.0000000000000000E+00  -0.0000000000000000E+00
     144     143   1.1180339887498949E+00  -0.0000000000000000E+00
     146     145   5.0000000000000000E-01  -0.0000000000000000E+00
     147     146   7.0710678118654757E-01  -0.0000000000000000E+00
     148     147   8.6602540378443860E-01  -0.0000000000000000E+00
     149     148   1.0000000000000000E+00  -0.0000000000000000E+00
     150     149   1.1180339887498949E+00  -0.0000000000000000E+00
