#    row  column                  Re(val)                  Im(val)
     128     133   9.8994949366116657E+01   0.0000000000000000E+00
     129     100   2.4248711305964281E+02   0.0000000000000000E+00
     129     124   1.2124355652982140E+02   0.0000000000000000E+00
     129     129  -9.6749999999999966E+02   0.0000000000000000E+00
     129     134   1.4000000000000003E+02   0.0000000000000000E+00
     130     101   2.8000000000000000E+02   0.0000000000000000E+00
     130     125   1.4000000000000000E+02   0.0000000000000000E+00
     130     130  -6.9999999999999989E+02   0.0000000000000000E+00
     130     135   1.7146428199482247E+02   0.0000000000000000E+00
     131     102   3.1304951684997059E+02   0.0000000000000000E+00
     131     126   1.5652475842498529E+02   0.0000000000000000E+00
     131     131  -4.3249999999999977E+02   0.0000000000000000E+00
     131     136   1.9798989873223331E+02   0.0000000000000000E+00
     132     132  -1.6499999999999955E+02   0.0000000000000000E+00
     132     137   2.2135943621178657E+02   0.0000000000000000E+00
     133     104   1.4000000000000000E+02   0.0000000000000000E+00
     133     128   9.8994949366116657E+01   0.0000000000000000E+00
     133     133  -1.8449999999999998E+03   0.0000000000000000E+00
     134     105   1.9798989873223331E+02   0.0000000000000000E+00
     134     129   1.4000000000000003E+02   0.0000000000000000E+00
     134     134  -1.5774999999999998E+03   0.0000000000000000E+00
     134     139   1.2124355652982140E+02   0.0000000000000000E+00
     135     106   2.4248711305964281E+02   0.0000000000000000E+00
     135     130   1.7146428199482247E+02   0.0000000000000000E+00
     135     135  -1.3099999999999995E+03   0.0000000000000000E+00
     135     140   1.7146428199482247E+02   0.0000000000000000E+00
     136     107   2.8000000000000000E+02   0.0000000000000000E+00
     136     131   1.9798989873223331E+02   0.0000000000000000E+00
     136     136  -1.0425000000000000E+03   0.0000000000000000E+00
     136     141   2.0999999999999997E+02   0.0000000000000000E+00
     137     108   3.1304951684997059E+02   0.0000000000000000E+00
     137     132   2.2135943621178657E+02   0.0000000000000000E+00
     137     137  -7.7499999999999977E+02   0.0000000000000000E+00
     137     142   2.4248711305964281E+02   0.0000000000000000E+00
     138     138  -5.0749999999999955E+02   0.0000000000000000E+00
     138     143   2.7110883423451918E+02   0.0000000000000000E+00
     139     110   1.4000000000000000E+02   0.0000000000000000E+00
     139     134   1.2124355652982140E+02   0.0000000000000000E+00
     139     139  -2.4975000000000000E+03   0.0000000000000000E+00
     140     111   1.9798989873223331E+02   0.0000000000000000E+00
     140     135   1.7146428199482247E+02   0.0000000000000000E+00
     140     140  -2.2300000000000000E+03   0.0000000000000000E+00
     140     145   1.4000000000000000E+02   0.0000000000000000E+00
     141     112   2.4248711305964281E+02   0.0000000000000000E+00
     141     136   2.0999999999999997E+02   0.0000000000000000E+00
     141     141  -1.9625000000000000E+03   0.0000000000000000E+00
     141     146   1.9798989873223331E+02   0.0000000000000000E+00
     142     113   2.8000000000000000E+02   0.0000000000000000E+00
     142     137   2.4248711305964281E+02   0.0000000000000000E+00
     142     142  -1.6950000000000000E+03   0.0000000000000000E+00
     142     147   2.4248711305964281E+02   0.0000000000000000E+00
     143     114   3.1304951684997059E+02   0.0000000000000000E+00
     143     138   2.7110883423451918E+02   0.0000000000000000E+00
     143     143  -1.4275000000000000E+03   0.0000000000000000E+00
     143     148   2.8000000000000000E+02   0.0000000000000000E+00
     144     144  -1.1599999999999998E+03   0.0000000000000000E+00
     144     149   3.1304951684997059E+02   0.0000000000000000E+00
     145     116   1.4000000000000000E+02   0.0000000000000000E+00
     145     140   1.4000000000000000E+02   0.0000000000000000E+00
     145     145  -3.4599999999999995E+03   0.0000000000000000E+00
     146     117   1.9798989873223331E+02   0.0000000000000000E+00
     146     141   1.9798989873223331E+02   0.0000000000000000E+00
     146     146  -3.1924999999999995E+03   0.0000000000000000E+00
     147     118   2.4248711305964281E+02   0.0000000000000000E+00
     147     142   2.4248711305964281E+02   0.0000000000000000E+00
     147     147  -2.9249999999999995E+03   0.0000000000000000E+00
     148     119   2.8000000000000000E+02   0.0000000000000000E+00
     148     143   2.8000000000000000E+02   0.0000000000000000E+00
     148     148  -2.6574999999999995E+03   0.0000000000000000E+00
     149     120   3.1304951684997059E+02   0.0000000000000000E+00
     149     144   3.1304951684997059E+02   0.0000000000000000E+00
     149     149  -2.3899999999999995E+03   0.0000000000000000E+00
     150     150  -2.1224999999999991E+03   0.0000000000000000E+00
