   9.2387953251128674E-01   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   3.8268343236508978E-01
   0.0000000000000000E+00   0.0000000000000000E+00
   3.8268343236508984E-01   0.0000000000000000E+00
   0.0000000000000000E+00   9.2387953251128674E-01
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   9.2387953251128674E-01
   3.8268343236508984E-01   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   3.8268343236508978E-01
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   9.2387953251128674E-01   0.0000000000000000E+00
