   4.2782469961048136E-01  -5.8418994471127594E-01
   2.5290268322995241E-01   4.1287484391558804E-01
  -2.5971198372798793E-01   1.4147685911846400E-01
   2.3867043227908644E-01   3.1118023648035364E-01
  -2.3303597227869055E-01   4.0919447136023301E-01
  -2.8289645567756061E-01   2.0543218409553993E-01
  -1.8029754275948642E-01   5.6274892377830787E-01
   4.8497227533007731E-01   2.6763719912891470E-01
   4.5196364306067704E-01  -1.5902451921241081E-01
  -2.3892472908771184E-01  -7.3351758329828931E-01
   1.5942373640828902E-01   3.4377548006978748E-01
   1.0282461789625832E-01   1.4538427009164176E-01
   2.4583693089872564E-02  -1.5420105320142252E-01
  -1.6973693216398125E-01   1.3927710458557316E-01
  -3.0014918107353594E-01   5.7415449957009712E-01
  -5.3291407442797978E-01  -4.7293615660501298E-01
