# Formula "1freq_rwa" with E0 = 100.0, T = 50, w_L = 5.9325, w_d = 5.9325
#               time [ns]           Re(ampl) [MHz]           Im(ampl) [MHz]
  9.24212106053026616E+00  1.66323637890445220E+01  0.00000000000000000E+00
  9.26713356678339295E+00  1.67400125065082577E+01  0.00000000000000000E+00
  9.29214607303651974E+00  1.68480738327443724E+01  0.00000000000000000E+00
  9.31715857928964653E+00  1.69565477790807293E+01  0.00000000000000000E+00
  9.34217108554277154E+00  1.70654343462825544E+01  0.00000000000000000E+00
  9.36718359179589832E+00  1.71747335245100672E+01  0.00000000000000000E+00
  9.39219609804902511E+00  1.72844452932764732E+01  0.00000000000000000E+00
  9.41720860430215190E+00  1.73945696214062622E+01  0.00000000000000000E+00
  9.44222111055527868E+00  1.75051064669939649E+01  0.00000000000000000E+00
  9.46723361680840547E+00  1.76160557773631901E+01  0.00000000000000000E+00
  9.49224612306153226E+00  1.77274174890261129E+01  0.00000000000000000E+00
  9.51725862931465727E+00  1.78391915276432158E+01  0.00000000000000000E+00
  9.54227113556778406E+00  1.79513778079836115E+01  0.00000000000000000E+00
  9.56728364182091084E+00  1.80639762338854695E+01  0.00000000000000000E+00
  9.59229614807403763E+00  1.81769866982170889E+01  0.00000000000000000E+00
  9.61730865432716442E+00  1.82904090828381314E+01  0.00000000000000000E+00
  9.64232116058029121E+00  1.84042432585614186E+01  0.00000000000000000E+00
  9.66733366683341799E+00  1.85184890851149930E+01  0.00000000000000000E+00
  9.69234617308654478E+00  1.86331464111045904E+01  0.00000000000000000E+00
  9.71735867933967157E+00  1.87482150739765423E+01  0.00000000000000000E+00
  9.74237118559279658E+00  1.88636948999810343E+01  0.00000000000000000E+00
  9.76738369184592337E+00  1.89795857041357721E+01  0.00000000000000000E+00
  9.79239619809905015E+00  1.90958872901899959E+01  0.00000000000000000E+00
  9.81740870435217694E+00  1.92125994505889786E+01  0.00000000000000000E+00
  9.84242121060530373E+00  1.93297219664388464E+01  0.00000000000000000E+00
  9.86743371685843051E+00  1.94472546074718302E+01  0.00000000000000000E+00
  9.89244622311155730E+00  1.95651971320119138E+01  0.00000000000000000E+00
  9.91745872936468231E+00  1.96835492869408633E+01  0.00000000000000000E+00
  9.94247123561780910E+00  1.98023108076647638E+01  0.00000000000000000E+00
  9.96748374187093589E+00  1.99214814180807629E+01  0.00000000000000000E+00
  9.99249624812406267E+00  2.00410608305444384E+01  0.00000000000000000E+00
  1.00175087543771895E+01  2.01610487458374337E+01  0.00000000000000000E+00
  1.00425212606303162E+01  2.02814448531356000E+01  0.00000000000000000E+00
  1.00675337668834430E+01  2.04022488299774274E+01  0.00000000000000000E+00
  1.00925462731365698E+01  2.05234603422330260E+01  0.00000000000000000E+00
  1.01175587793896966E+01  2.06450790440734906E+01  0.00000000000000000E+00
  1.01425712856428216E+01  2.07671045779405645E+01  0.00000000000000000E+00
  1.01675837918959484E+01  2.08895365745169528E+01  0.00000000000000000E+00
  1.01925962981490752E+01  2.10123746526968134E+01  0.00000000000000000E+00
  1.02176088044022020E+01  2.11356184195567955E+01  0.00000000000000000E+00
  1.02426213106553288E+01  2.12592674703275932E+01  0.00000000000000000E+00
  1.02676338169084556E+01  2.13833213883656761E+01  0.00000000000000000E+00
  1.02926463231615823E+01  2.15077797451257311E+01  0.00000000000000000E+00
  1.03176588294147074E+01  2.16326421001332747E+01  0.00000000000000000E+00
  1.03426713356678341E+01  2.17579080009579506E+01  0.00000000000000000E+00
  1.03676838419209609E+01  2.18835769831870088E+01  0.00000000000000000E+00
  1.03926963481740877E+01  2.20096485703994382E+01  0.00000000000000000E+00
  1.04177088544272145E+01  2.21361222741403481E+01  0.00000000000000000E+00
  1.04427213606803413E+01  2.22629975938959781E+01  0.00000000000000000E+00
  1.04677338669334681E+01  2.23902740170689327E+01  0.00000000000000000E+00
  1.04927463731865949E+01  2.25179510189540508E+01  0.00000000000000000E+00
  1.05177588794397217E+01  2.26460280627146346E+01  0.00000000000000000E+00
  1.05427713856928467E+01  2.27745045993590480E+01  0.00000000000000000E+00
  1.05677838919459735E+01  2.29033800677179045E+01  0.00000000000000000E+00
  1.05927963981991002E+01  2.30326538944216139E+01  0.00000000000000000E+00
  1.06178089044522270E+01  2.31623254938783418E+01  0.00000000000000000E+00
  1.06428214107053538E+01  2.32923942682525293E+01  0.00000000000000000E+00
  1.06678339169584806E+01  2.34228596074437512E+01  0.00000000000000000E+00
  1.06928464232116074E+01  2.35537208890661418E+01  0.00000000000000000E+00
  1.07178589294647324E+01  2.36849774784280882E+01  0.00000000000000000E+00
  1.07428714357178592E+01  2.38166287285126295E+01  0.00000000000000000E+00
  1.07678839419709860E+01  2.39486739799580235E+01  0.00000000000000000E+00
  1.07928964482241128E+01  2.40811125610390704E+01  0.00000000000000000E+00
  1.08179089544772395E+01  2.42139437876486134E+01  0.00000000000000000E+00
  1.08429214607303663E+01  2.43471669632797436E+01  0.00000000000000000E+00
  1.08679339669834931E+01  2.44807813790082207E+01  0.00000000000000000E+00
  1.08929464732366199E+01  2.46147863134755589E+01  0.00000000000000000E+00
  1.09179589794897467E+01  2.47491810328725208E+01  0.00000000000000000E+00
  1.09429714857428717E+01  2.48839647909229420E+01  0.00000000000000000E+00
  1.09679839919959985E+01  2.50191368288682376E+01  0.00000000000000000E+00
  1.09929964982491253E+01  2.51546963754522253E+01  0.00000000000000000E+00
  1.10180090045022521E+01  2.52906426469063845E+01  0.00000000000000000E+00
  1.10430215107553789E+01  2.54269748469357246E+01  0.00000000000000000E+00
  1.10680340170085056E+01  2.55636921667050494E+01  0.00000000000000000E+00
  1.10930465232616324E+01  2.57007937848255992E+01  0.00000000000000000E+00
  1.11180590295147574E+01  2.58382788673423569E+01  0.00000000000000000E+00
  1.11430715357678842E+01  2.59761465677216599E+01  0.00000000000000000E+00
  1.11680840420210110E+01  2.61143960268393300E+01  0.00000000000000000E+00
  1.11930965482741378E+01  2.62530263729693019E+01  0.00000000000000000E+00
  1.12181090545272646E+01  2.63920367217727367E+01  0.00000000000000000E+00
  1.12431215607803914E+01  2.65314261762875105E+01  0.00000000000000000E+00
  1.12681340670335182E+01  2.66711938269183371E+01  0.00000000000000000E+00
  1.12931465732866450E+01  2.68113387514272290E+01  0.00000000000000000E+00
  1.13181590795397717E+01  2.69518600149244882E+01  0.00000000000000000E+00
  1.13431715857928967E+01  2.70927566698601616E+01  0.00000000000000000E+00
  1.13681840920460235E+01  2.72340277560160544E+01  0.00000000000000000E+00
  1.13931965982991503E+01  2.73756723004980564E+01  0.00000000000000000E+00
  1.14182091045522771E+01  2.75176893177291042E+01  0.00000000000000000E+00
  1.14432216108054039E+01  2.76600778094425728E+01  0.00000000000000000E+00
  1.14682341170585307E+01  2.78028367646761261E+01  0.00000000000000000E+00
  1.14932466233116575E+01  2.79459651597660219E+01  0.00000000000000000E+00
  1.15182591295647825E+01  2.80894619583420102E+01  0.00000000000000000E+00
  1.15432716358179093E+01  2.82333261113226364E+01  0.00000000000000000E+00
  1.15682841420710361E+01  2.83775565569110100E+01  0.00000000000000000E+00
  1.15932966483241628E+01  2.85221522205910674E+01  0.00000000000000000E+00
  1.16183091545772896E+01  2.86671120151244700E+01  0.00000000000000000E+00
  1.16433216608304164E+01  2.88124348405476525E+01  0.00000000000000000E+00
  1.16683341670835432E+01  2.89581195841697436E+01  0.00000000000000000E+00
  1.16933466733366700E+01  2.91041651205707019E+01  0.00000000000000000E+00
  1.17183591795897968E+01  2.92505703116000504E+01  0.00000000000000000E+00
  1.17433716858429218E+01  2.93973340063760844E+01  0.00000000000000000E+00
  1.17683841920960486E+01  2.95444550412856159E+01  0.00000000000000000E+00
  1.17933966983491754E+01  2.96919322399840162E+01  0.00000000000000000E+00
  1.18184092046023022E+01  2.98397644133959901E+01  0.00000000000000000E+00
  1.18434217108554289E+01  2.99879503597167769E+01  0.00000000000000000E+00
  1.18684342171085557E+01  3.01364888644136286E+01  0.00000000000000000E+00
  1.18934467233616825E+01  3.02853787002281933E+01  0.00000000000000000E+00
  1.19184592296148075E+01  3.04346186271788888E+01  0.00000000000000000E+00
  1.19434717358679343E+01  3.05842073925642595E+01  0.00000000000000000E+00
  1.19684842421210611E+01  3.07341437309664016E+01  0.00000000000000000E+00
  1.19934967483741879E+01  3.08844263642551979E+01  0.00000000000000000E+00
  1.20185092546273147E+01  3.10350540015928331E+01  0.00000000000000000E+00
  1.20435217608804415E+01  3.11860253394389275E+01  0.00000000000000000E+00
  1.20685342671335682E+01  3.13373390615561576E+01  0.00000000000000000E+00
  1.20935467733866950E+01  3.14889938390162492E+01  0.00000000000000000E+00
  1.21185592796398218E+01  3.16409883302065928E+01  0.00000000000000000E+00
  1.21435717858929468E+01  3.17933211808372818E+01  0.00000000000000000E+00
  1.21685842921460736E+01  3.19459910239487677E+01  0.00000000000000000E+00
  1.21935967983992004E+01  3.20989964799197338E+01  0.00000000000000000E+00
  1.22186093046523272E+01  3.22523361564758275E+01  0.00000000000000000E+00
  1.22436218109054540E+01  3.24060086486985668E+01  0.00000000000000000E+00
  1.22686343171585808E+01  3.25600125390349220E+01  0.00000000000000000E+00
  1.22936468234117076E+01  3.27143463973073452E+01  0.00000000000000000E+00
  1.23186593296648326E+01  3.28690087807242790E+01  0.00000000000000000E+00
  1.23436718359179594E+01  3.30239982338911915E+01  0.00000000000000000E+00
  1.23686843421710861E+01  3.31793132888220867E+01  0.00000000000000000E+00
  1.23936968484242129E+01  3.33349524649514635E+01  0.00000000000000000E+00
  1.24187093546773397E+01  3.34909142691468773E+01  0.00000000000000000E+00
  1.24437218609304665E+01  3.36471971957218656E+01  0.00000000000000000E+00
  1.24687343671835933E+01  3.38037997264495260E+01  0.00000000000000000E+00
  1.24937468734367201E+01  3.39607203305763647E+01  0.00000000000000000E+00
  1.25187593796898469E+01  3.41179574648369695E+01  0.00000000000000000E+00
  1.25437718859429719E+01  3.42755095734687174E+01  0.00000000000000000E+00
  1.25687843921960987E+01  3.44333750882275069E+01  0.00000000000000000E+00
  1.25937968984492255E+01  3.45915524284034959E+01  0.00000000000000000E+00
  1.26188094047023522E+01  3.47500400008377071E+01  0.00000000000000000E+00
  1.26438219109554790E+01  3.49088361999388326E+01  0.00000000000000000E+00
  1.26688344172086058E+01  3.50679394077008340E+01  0.00000000000000000E+00
  1.26938469234617326E+01  3.52273479937206915E+01  0.00000000000000000E+00
  1.27188594297148576E+01  3.53870603152169849E+01  0.00000000000000000E+00
  1.27438719359679844E+01  3.55470747170486945E+01  0.00000000000000000E+00
  1.27688844422211112E+01  3.57073895317346768E+01  0.00000000000000000E+00
  1.27938969484742380E+01  3.58680030794734677E+01  0.00000000000000000E+00
  1.28189094547273648E+01  3.60289136681638382E+01  0.00000000000000000E+00
  1.28439219609804915E+01  3.61901195934255000E+01  0.00000000000000000E+00
  1.28689344672336183E+01  3.63516191386205492E+01  0.00000000000000000E+00
  1.28939469734867451E+01  3.65134105748753583E+01  0.00000000000000000E+00
  1.29189594797398719E+01  3.66754921611028379E+01  0.00000000000000000E+00
  1.29439719859929969E+01  3.68378621440253937E+01  0.00000000000000000E+00
  1.29689844922461237E+01  3.70005187581981332E+01  0.00000000000000000E+00
  1.29939969984992505E+01  3.71634602260327966E+01  0.00000000000000000E+00
  1.30190095047523773E+01  3.73266847578219512E+01  0.00000000000000000E+00
  1.30440220110055041E+01  3.74901905517638596E+01  0.00000000000000000E+00
  1.30690345172586309E+01  3.76539757939877191E+01  0.00000000000000000E+00
  1.30940470235117576E+01  3.78180386585794750E+01  0.00000000000000000E+00
  1.31190595297648827E+01  3.79823773076079831E+01  0.00000000000000000E+00
  1.31440720360180094E+01  3.81469898911518968E+01  0.00000000000000000E+00
  1.31690845422711362E+01  3.83118745473266742E+01  0.00000000000000000E+00
  1.31940970485242630E+01  3.84770294023125032E+01  0.00000000000000000E+00
  1.32191095547773898E+01  3.86424525703823107E+01  0.00000000000000000E+00
  1.32441220610305166E+01  3.88081421539305538E+01  0.00000000000000000E+00
  1.32691345672836434E+01  3.89740962435023306E+01  0.00000000000000000E+00
  1.32941470735367702E+01  3.91403129178230031E+01  0.00000000000000000E+00
  1.33191595797898970E+01  3.93067902438283241E+01  0.00000000000000000E+00
  1.33441720860430220E+01  3.94735262766949901E+01  0.00000000000000000E+00
  1.33691845922961488E+01  3.96405190598718420E+01  0.00000000000000000E+00
  1.33941970985492755E+01  3.98077666251112703E+01  0.00000000000000000E+00
  1.34192096048024023E+01  3.99752669925012825E+01  0.00000000000000000E+00
  1.34442221110555291E+01  4.01430181704981024E+01  0.00000000000000000E+00
  1.34692346173086559E+01  4.03110181559590259E+01  0.00000000000000000E+00
  1.34942471235617827E+01  4.04792649341759372E+01  0.00000000000000000E+00
  1.35192596298149077E+01  4.06477564789092440E+01  0.00000000000000000E+00
  1.35442721360680345E+01  4.08164907524223182E+01  0.00000000000000000E+00
  1.35692846423211613E+01  4.09854657055162477E+01  0.00000000000000000E+00
  1.35942971485742881E+01  4.11546792775653287E+01  0.00000000000000000E+00
  1.36193096548274148E+01  4.13241293965528058E+01  0.00000000000000000E+00
  1.36443221610805416E+01  4.14938139791071450E+01  0.00000000000000000E+00
  1.36693346673336684E+01  4.16637309305388825E+01  0.00000000000000000E+00
  1.36943471735867952E+01  4.18338781448777155E+01  0.00000000000000000E+00
  1.37193596798399220E+01  4.20042535049103591E+01  0.00000000000000000E+00
  1.37443721860930470E+01  4.21748548822184972E+01  0.00000000000000000E+00
  1.37693846923461738E+01  4.23456801372176415E+01  0.00000000000000000E+00
  1.37943971985993006E+01  4.25167271191959983E+01  0.00000000000000000E+00
  1.38194097048524274E+01  4.26879936663541386E+01  0.00000000000000000E+00
  1.38444222111055542E+01  4.28594776058449796E+01  0.00000000000000000E+00
  1.38694347173586809E+01  4.30311767538142362E+01  0.00000000000000000E+00
  1.38944472236118077E+01  4.32030889154413771E+01  0.00000000000000000E+00
  1.39194597298649327E+01  4.33752118849809847E+01  0.00000000000000000E+00
  1.39444722361180595E+01  4.35475434458045783E+01  0.00000000000000000E+00
  1.39694847423711863E+01  4.37200813704429763E+01  0.00000000000000000E+00
  1.39944972486243131E+01  4.38928234206289716E+01  0.00000000000000000E+00
  1.40195097548774399E+01  4.40657673473405680E+01  0.00000000000000000E+00
  1.40445222611305667E+01  4.42389108908446573E+01  0.00000000000000000E+00
  1.40695347673836935E+01  4.44122517807410873E+01  0.00000000000000000E+00
  1.40945472736368203E+01  4.45857877360072195E+01  0.00000000000000000E+00
  1.41195597798899470E+01  4.47595164650429354E+01  0.00000000000000000E+00
  1.41445722861430720E+01  4.49334356657161180E+01  0.00000000000000000E+00
  1.41695847923961988E+01  4.51075430254084964E+01  0.00000000000000000E+00
  1.41945972986493256E+01  4.52818362210619867E+01  0.00000000000000000E+00
  1.42196098049024524E+01  4.54563129192255388E+01  0.00000000000000000E+00
  1.42446223111555792E+01  4.56309707761022452E+01  0.00000000000000000E+00
  1.42696348174087060E+01  4.58058074375970321E+01  0.00000000000000000E+00
  1.42946473236618328E+01  4.59808205393648777E+01  0.00000000000000000E+00
  1.43196598299149578E+01  4.61560077068591497E+01  0.00000000000000000E+00
  1.43446723361680846E+01  4.63313665553807184E+01  0.00000000000000000E+00
  1.43696848424212114E+01  4.65068946901273748E+01  0.00000000000000000E+00
  1.43946973486743381E+01  4.66825897062434763E+01  0.00000000000000000E+00
  1.44197098549274649E+01  4.68584491888704022E+01  0.00000000000000000E+00
  1.44447223611805917E+01  4.70344707131971873E+01  0.00000000000000000E+00
  1.44697348674337185E+01  4.72106518445116095E+01  0.00000000000000000E+00
  1.44947473736868453E+01  4.73869901382518179E+01  0.00000000000000000E+00
  1.45197598799399721E+01  4.75634831400581888E+01  0.00000000000000000E+00
  1.45447723861930971E+01  4.77401283858258054E+01  0.00000000000000000E+00
  1.45697848924462239E+01  4.79169234017572734E+01  0.00000000000000000E+00
  1.45947973986993507E+01  4.80938657044158973E+01  0.00000000000000000E+00
  1.46198099049524775E+01  4.82709528007793409E+01  0.00000000000000000E+00
  1.46448224112056042E+01  4.84481821882938064E+01  0.00000000000000000E+00
  1.46698349174587310E+01  4.86255513549283123E+01  0.00000000000000000E+00
  1.46948474237118578E+01  4.88030577792298104E+01  0.00000000000000000E+00
  1.47198599299649828E+01  4.89806989303782743E+01  0.00000000000000000E+00
  1.47448724362181096E+01  4.91584722682426474E+01  0.00000000000000000E+00
  1.47698849424712364E+01  4.93363752434367484E+01  0.00000000000000000E+00
  1.47948974487243632E+01  4.95144052973759017E+01  0.00000000000000000E+00
  1.48199099549774900E+01  4.96925598623339084E+01  0.00000000000000000E+00
  1.48449224612306168E+01  4.98708363615002881E+01  0.00000000000000000E+00
  1.48699349674837435E+01  5.00492322090380739E+01  0.00000000000000000E+00
  1.48949474737368703E+01  5.02277448101418642E+01  0.00000000000000000E+00
  1.49199599799899971E+01  5.04063715610964778E+01  0.00000000000000000E+00
  1.49449724862431221E+01  5.05851098493357867E+01  0.00000000000000000E+00
  1.49699849924962489E+01  5.07639570535020752E+01  0.00000000000000000E+00
  1.49949974987493757E+01  5.09429105435056613E+01  0.00000000000000000E+00
  1.50200100050025025E+01  5.11219676805851151E+01  0.00000000000000000E+00
  1.50450225112556293E+01  5.13011258173676339E+01  0.00000000000000000E+00
  1.50700350175087561E+01  5.14803822979299497E+01  0.00000000000000000E+00
  1.50950475237618829E+01  5.16597344578596278E+01  0.00000000000000000E+00
  1.51200600300150079E+01  5.18391796243166354E+01  0.00000000000000000E+00
  1.51450725362681347E+01  5.20187151160953363E+01  0.00000000000000000E+00
  1.51700850425212614E+01  5.21983382436869334E+01  0.00000000000000000E+00
  1.51950975487743882E+01  5.23780463093421957E+01  0.00000000000000000E+00
  1.52201100550275150E+01  5.25578366071346039E+01  0.00000000000000000E+00
  1.52451225612806418E+01  5.27377064230238020E+01  0.00000000000000000E+00
  1.52701350675337686E+01  5.29176530349196099E+01  0.00000000000000000E+00
  1.52951475737868954E+01  5.30976737127461078E+01  0.00000000000000000E+00
  1.53201600800400222E+01  5.32777657185063447E+01  0.00000000000000000E+00
  1.53451725862931472E+01  5.34579263063471899E+01  0.00000000000000000E+00
  1.53701850925462740E+01  5.36381527226248735E+01  0.00000000000000000E+00
  1.53951975987994008E+01  5.38184422059703707E+01  0.00000000000000000E+00
  1.54202101050525275E+01  5.39987919873557516E+01  0.00000000000000000E+00
  1.54452226113056543E+01  5.41791992901603408E+01  0.00000000000000000E+00
  1.54702351175587811E+01  5.43596613302375715E+01  0.00000000000000000E+00
  1.54952476238119079E+01  5.45401753159820899E+01  0.00000000000000000E+00
  1.55202601300650329E+01  5.47207384483971140E+01  0.00000000000000000E+00
  1.55452726363181597E+01  5.49013479211623334E+01  0.00000000000000000E+00
  1.55702851425712865E+01  5.50820009207020149E+01  0.00000000000000000E+00
  1.55952976488244133E+01  5.52626946262533423E+01  0.00000000000000000E+00
  1.56203101550775401E+01  5.54434262099353745E+01  0.00000000000000000E+00
  1.56453226613306668E+01  5.56241928368181746E+01  0.00000000000000000E+00
  1.56703351675837936E+01  5.58049916649921514E+01  0.00000000000000000E+00
  1.56953476738369204E+01  5.59858198456381331E+01  0.00000000000000000E+00
  1.57203601800900472E+01  5.61666745230971358E+01  0.00000000000000000E+00
  1.57453726863431722E+01  5.63475528349412045E+01  0.00000000000000000E+00
  1.57703851925962990E+01  5.65284519120439413E+01  0.00000000000000000E+00
  1.57953976988494258E+01  5.67093688786517305E+01  0.00000000000000000E+00
  1.58204102051025526E+01  5.68903008524551126E+01  0.00000000000000000E+00
  1.58454227113556794E+01  5.70712449446605703E+01  0.00000000000000000E+00
  1.58704352176088062E+01  5.72521982600625847E+01  0.00000000000000000E+00
  1.58954477238619329E+01  5.74331578971159686E+01  0.00000000000000000E+00
  1.59204602301150580E+01  5.76141209480085976E+01  0.00000000000000000E+00
  1.59454727363681847E+01  5.77950844987343970E+01  0.00000000000000000E+00
  1.59704852426213115E+01  5.79760456291665633E+01  0.00000000000000000E+00
  1.59954977488744383E+01  5.81570014131312121E+01  0.00000000000000000E+00
  1.60205102551275651E+01  5.83379489184813664E+01  0.00000000000000000E+00
  1.60455227613806919E+01  5.85188852071708894E+01  0.00000000000000000E+00
  1.60705352676338187E+01  5.86998073353293321E+01  0.00000000000000000E+00
  1.60955477738869455E+01  5.88807123533363495E+01  0.00000000000000000E+00
  1.61205602801400723E+01  5.90615973058970098E+01  0.00000000000000000E+00
  1.61455727863931990E+01  5.92424592321170707E+01  0.00000000000000000E+00
  1.61705852926463258E+01  5.94232951655786508E+01  0.00000000000000000E+00
  1.61955977988994526E+01  5.96041021344160598E+01  0.00000000000000000E+00
  1.62206103051525794E+01  5.97848771613920889E+01  0.00000000000000000E+00
  1.62456228114057026E+01  5.99656172639745009E+01  0.00000000000000000E+00
  1.62706353176588294E+01  6.01463194544127333E+01  0.00000000000000000E+00
  1.62956478239119562E+01  6.03269807398149283E+01  0.00000000000000000E+00
  1.63206603301650830E+01  6.05075981222251684E+01  0.00000000000000000E+00
  1.63456728364182098E+01  6.06881685987012105E+01  0.00000000000000000E+00
  1.63706853426713366E+01  6.08686891613920764E+01  0.00000000000000000E+00
  1.63956978489244634E+01  6.10491567976163552E+01  0.00000000000000000E+00
  1.64207103551775901E+01  6.12295684899403909E+01  0.00000000000000000E+00
  1.64457228614307169E+01  6.14099212162568691E+01  0.00000000000000000E+00
  1.64707353676838437E+01  6.15902119498638356E+01  0.00000000000000000E+00
  1.64957478739369705E+01  6.17704376595436173E+01  0.00000000000000000E+00
  1.65207603801900973E+01  6.19505953096422175E+01  0.00000000000000000E+00
  1.65457728864432241E+01  6.21306818601489823E+01  0.00000000000000000E+00
  1.65707853926963509E+01  6.23106942667763093E+01  0.00000000000000000E+00
  1.65957978989494777E+01  6.24906294810398464E+01  0.00000000000000000E+00
  1.66208104052026009E+01  6.26704844503386269E+01  0.00000000000000000E+00
  1.66458229114557277E+01  6.28502561180358512E+01  0.00000000000000000E+00
  1.66708354177088545E+01  6.30299414235394266E+01  0.00000000000000000E+00
  1.66958479239619813E+01  6.32095373023830973E+01  0.00000000000000000E+00
  1.67208604302151080E+01  6.33890406863076663E+01  0.00000000000000000E+00
  1.67458729364682348E+01  6.35684485033423314E+01  0.00000000000000000E+00
  1.67708854427213616E+01  6.37477576778864972E+01  0.00000000000000000E+00
  1.67958979489744884E+01  6.39269651307915936E+01  0.00000000000000000E+00
  1.68209104552276152E+01  6.41060677794431228E+01  0.00000000000000000E+00
  1.68459229614807420E+01  6.42850625378430323E+01  0.00000000000000000E+00
  1.68709354677338688E+01  6.44639463166922582E+01  0.00000000000000000E+00
  1.68959479739869955E+01  6.46427160234733265E+01  0.00000000000000000E+00
  1.69209604802401223E+01  6.48213685625334506E+01  0.00000000000000000E+00
  1.69459729864932491E+01  6.49999008351674377E+01  0.00000000000000000E+00
  1.69709854927463759E+01  6.51783097397012057E+01  0.00000000000000000E+00
  1.69959979989995027E+01  6.53565921715751443E+01  0.00000000000000000E+00
  1.70210105052526295E+01  6.55347450234279734E+01  0.00000000000000000E+00
  1.70460230115057527E+01  6.57127651851804728E+01  0.00000000000000000E+00
  1.70710355177588795E+01  6.58906495441196967E+01  0.00000000000000000E+00
  1.70960480240120063E+01  6.60683949849830867E+01  0.00000000000000000E+00
  1.71210605302651331E+01  6.62459983900430842E+01  0.00000000000000000E+00
  1.71460730365182599E+01  6.64234566391915564E+01  0.00000000000000000E+00
  1.71710855427713867E+01  6.66007666100247775E+01  0.00000000000000000E+00
  1.71960980490245134E+01  6.67779251779281822E+01  0.00000000000000000E+00
  1.72211105552776402E+01  6.69549292161616165E+01  0.00000000000000000E+00
  1.72461230615307670E+01  6.71317755959446600E+01  0.00000000000000000E+00
  1.72711355677838938E+01  6.73084611865419333E+01  0.00000000000000000E+00
  1.72961480740370206E+01  6.74849828553488038E+01  0.00000000000000000E+00
  1.73211605802901474E+01  6.76613374679771056E+01  0.00000000000000000E+00
  1.73461730865432742E+01  6.78375218883411293E+01  0.00000000000000000E+00
  1.73711855927964010E+01  6.80135329787435978E+01  0.00000000000000000E+00
  1.73961980990495277E+01  6.81893675999618978E+01  0.00000000000000000E+00
  1.74212106053026510E+01  6.83650226113344104E+01  0.00000000000000000E+00
  1.74462231115557778E+01  6.85404948708470840E+01  0.00000000000000000E+00
  1.74712356178089045E+01  6.87157812352199926E+01  0.00000000000000000E+00
  1.74962481240620313E+01  6.88908785599941211E+01  0.00000000000000000E+00
  1.75212606303151581E+01  6.90657836996181800E+01  0.00000000000000000E+00
  1.75462731365682849E+01  6.92404935075358168E+01  0.00000000000000000E+00
  1.75712856428214117E+01  6.94150048362725585E+01  0.00000000000000000E+00
  1.75962981490745385E+01  6.95893145375232081E+01  0.00000000000000000E+00
  1.76213106553276653E+01  6.97634194622391277E+01  0.00000000000000000E+00
  1.76463231615807921E+01  6.99373164607159055E+01  0.00000000000000000E+00
  1.76713356678339188E+01  7.01110023826807094E+01  0.00000000000000000E+00
  1.76963481740870456E+01  7.02844740773803380E+01  0.00000000000000000E+00
  1.77213606803401724E+01  7.04577283936687593E+01  0.00000000000000000E+00
  1.77463731865932992E+01  7.06307621800951893E+01  0.00000000000000000E+00
  1.77713856928464260E+01  7.08035722849920575E+01  0.00000000000000000E+00
  1.77963981990995528E+01  7.09761555565631994E+01  0.00000000000000000E+00
  1.78214107053526796E+01  7.11485088429720918E+01  0.00000000000000000E+00
  1.78464232116058028E+01  7.13206289924300592E+01  0.00000000000000000E+00
  1.78714357178589296E+01  7.14925128532848078E+01  0.00000000000000000E+00
  1.78964482241120564E+01  7.16641572741087742E+01  0.00000000000000000E+00
  1.79214607303651832E+01  7.18355591037877588E+01  0.00000000000000000E+00
  1.79464732366183100E+01  7.20067151916096435E+01  0.00000000000000000E+00
  1.79714857428714367E+01  7.21776223873529545E+01  0.00000000000000000E+00
  1.79964982491245635E+01  7.23482775413758219E+01  0.00000000000000000E+00
  1.80215107553776903E+01  7.25186775047046268E+01  0.00000000000000000E+00
  1.80465232616308171E+01  7.26888191291231891E+01  0.00000000000000000E+00
  1.80715357678839439E+01  7.28586992672615139E+01  0.00000000000000000E+00
  1.80965482741370707E+01  7.30283147726849791E+01  0.00000000000000000E+00
  1.81215607803901975E+01  7.31976624999833945E+01  0.00000000000000000E+00
  1.81465732866433243E+01  7.33667393048601610E+01  0.00000000000000000E+00
  1.81715857928964510E+01  7.35355420442214864E+01  0.00000000000000000E+00
  1.81965982991495778E+01  7.37040675762656008E+01  0.00000000000000000E+00
  1.82216108054027011E+01  7.38723127605719867E+01  0.00000000000000000E+00
  1.82466233116558278E+01  7.40402744581910071E+01  0.00000000000000000E+00
  1.82716358179089546E+01  7.42079495317328792E+01  0.00000000000000000E+00
  1.82966483241620814E+01  7.43753348454573029E+01  0.00000000000000000E+00
  1.83216608304152082E+01  7.45424272653629032E+01  0.00000000000000000E+00
  1.83466733366683350E+01  7.47092236592766170E+01  0.00000000000000000E+00
  1.83716858429214618E+01  7.48757208969431787E+01  0.00000000000000000E+00
  1.83966983491745886E+01  7.50419158501146484E+01  0.00000000000000000E+00
  1.84217108554277154E+01  7.52078053926400401E+01  0.00000000000000000E+00
  1.84467233616808421E+01  7.53733864005545939E+01  0.00000000000000000E+00
  1.84717358679339689E+01  7.55386557521696744E+01  0.00000000000000000E+00
  1.84967483741870957E+01  7.57036103281620143E+01  0.00000000000000000E+00
  1.85217608804402225E+01  7.58682470116634562E+01  0.00000000000000000E+00
  1.85467733866933493E+01  7.60325626883504526E+01  0.00000000000000000E+00
  1.85717858929464761E+01  7.61965542465336085E+01  0.00000000000000000E+00
  1.85967983991996029E+01  7.63602185772473803E+01  0.00000000000000000E+00
  1.86218109054527297E+01  7.65235525743394192E+01  0.00000000000000000E+00
