# Formula "1freq_rwa" with E0 = 120.0, T = 50, w_L = 5.9325, w_d = 5.9325
#               time [ns]           Re(ampl) [MHz]           Im(ampl) [MHz]
  6.06553276638319261E+00  7.44651267771143033E+00  0.00000000000000000E+00
  6.09054527263631851E+00  7.51666091457726981E+00  0.00000000000000000E+00
  6.11555777888944530E+00  7.58722141674440831E+00  0.00000000000000000E+00
  6.14057028514257208E+00  7.65819527452541227E+00  0.00000000000000000E+00
  6.16558279139569798E+00  7.72958357452894695E+00  0.00000000000000000E+00
  6.19059529764882477E+00  7.80138739957841665E+00  0.00000000000000000E+00
  6.21560780390195156E+00  7.87360782863058617E+00  0.00000000000000000E+00
  6.24062031015507834E+00  7.94624593669426549E+00  0.00000000000000000E+00
  6.26563281640820513E+00  8.01930279474900765E+00  0.00000000000000000E+00
  6.29064532266133103E+00  8.09277946966382267E+00  0.00000000000000000E+00
  6.31565782891445782E+00  8.16667702411600338E+00  0.00000000000000000E+00
  6.34067033516758460E+00  8.24099651650988463E+00  0.00000000000000000E+00
  6.36568284142071050E+00  8.31573900089576590E+00  0.00000000000000000E+00
  6.39069534767383729E+00  8.39090552688880642E+00  0.00000000000000000E+00
  6.41570785392696408E+00  8.46649713958796646E+00  0.00000000000000000E+00
  6.44072036018009086E+00  8.54251487949510313E+00  0.00000000000000000E+00
  6.46573286643321765E+00  8.61895978243399519E+00  0.00000000000000000E+00
  6.49074537268634355E+00  8.69583287946953121E+00  0.00000000000000000E+00
  6.51575787893947034E+00  8.77313519682693155E+00  0.00000000000000000E+00
  6.54077038519259713E+00  8.85086775581103602E+00  0.00000000000000000E+00
  6.56578289144572302E+00  8.92903157272566439E+00  0.00000000000000000E+00
  6.59079539769884981E+00  9.00762765879309235E+00  0.00000000000000000E+00
  6.61580790395197660E+00  9.08665702007356835E+00  0.00000000000000000E+00
  6.64082041020510339E+00  9.16612065738491744E+00  0.00000000000000000E+00
  6.66583291645823017E+00  9.24601956622227661E+00  0.00000000000000000E+00
  6.69084542271135607E+00  9.32635473667786741E+00  0.00000000000000000E+00
  6.71585792896448286E+00  9.40712715336094085E+00  0.00000000000000000E+00
  6.74087043521760965E+00  9.48833779531771349E+00  0.00000000000000000E+00
  6.76588294147073555E+00  9.56998763595152369E+00  0.00000000000000000E+00
  6.79089544772386233E+00  9.65207764294301107E+00  0.00000000000000000E+00
  6.81590795397698912E+00  9.73460877817045223E+00  0.00000000000000000E+00
  6.84092046023011591E+00  9.81758199763019590E+00  0.00000000000000000E+00
  6.86593296648324269E+00  9.90099825135721900E+00  0.00000000000000000E+00
  6.89094547273636859E+00  9.98485848334577675E+00  0.00000000000000000E+00
  6.91595797898949538E+00  1.00691636314702713E+01  0.00000000000000000E+00
  6.94097048524262217E+00  1.01539146274061061E+01  0.00000000000000000E+00
  6.96598299149574807E+00  1.02391123965507962E+01  0.00000000000000000E+00
  6.99099549774887485E+00  1.03247578579451513E+01  0.00000000000000000E+00
  7.01600800400200164E+00  1.04108519241946258E+01  0.00000000000000000E+00
  7.04102051025512843E+00  1.04973955013907982E+01  0.00000000000000000E+00
  7.06603301650825522E+00  1.05843894890329917E+01  0.00000000000000000E+00
  7.09104552276138111E+00  1.06718347799500428E+01  0.00000000000000000E+00
  7.11605802901450790E+00  1.07597322602222931E+01  0.00000000000000000E+00
  7.14107053526763469E+00  1.08480828091035910E+01  0.00000000000000000E+00
  7.16608304152076059E+00  1.09368872989436152E+01  0.00000000000000000E+00
  7.19109554777388738E+00  1.10261465951102657E+01  0.00000000000000000E+00
  7.21610805402701416E+00  1.11158615559122094E+01  0.00000000000000000E+00
  7.24112056028014095E+00  1.12060330325217237E+01  0.00000000000000000E+00
  7.26613306653326774E+00  1.12966618688975160E+01  0.00000000000000000E+00
  7.29114557278639364E+00  1.13877489017079050E+01  0.00000000000000000E+00
  7.31615807903952042E+00  1.14792949602540979E+01  0.00000000000000000E+00
  7.34117058529264721E+00  1.15713008663936350E+01  0.00000000000000000E+00
  7.36618309154577311E+00  1.16637674344640789E+01  0.00000000000000000E+00
  7.39119559779889990E+00  1.17566954712068483E+01  0.00000000000000000E+00
  7.41620810405202668E+00  1.18500857756912836E+01  0.00000000000000000E+00
  7.44122061030515347E+00  1.19439391392388892E+01  0.00000000000000000E+00
  7.46623311655828026E+00  1.20382563453477740E+01  0.00000000000000000E+00
  7.49124562281140616E+00  1.21330381696173202E+01  0.00000000000000000E+00
  7.51625812906453294E+00  1.22282853796730322E+01  0.00000000000000000E+00
  7.54127063531765973E+00  1.23239987350916476E+01  0.00000000000000000E+00
  7.56628314157078563E+00  1.24201789873263770E+01  0.00000000000000000E+00
  7.59129564782391242E+00  1.25168268796324629E+01  0.00000000000000000E+00
  7.61630815407703921E+00  1.26139431469928951E+01  0.00000000000000000E+00
  7.64132066033016599E+00  1.27115285160443712E+01  0.00000000000000000E+00
  7.66633316658329278E+00  1.28095837050034920E+01  0.00000000000000000E+00
  7.69134567283641868E+00  1.29081094235931779E+01  0.00000000000000000E+00
  7.71635817908954547E+00  1.30071063729693481E+01  0.00000000000000000E+00
  7.74137068534267225E+00  1.31065752456477895E+01  0.00000000000000000E+00
  7.76638319159579815E+00  1.32065167254313103E+01  0.00000000000000000E+00
  7.79139569784892494E+00  1.33069314873371543E+01  0.00000000000000000E+00
  7.81640820410205173E+00  1.34078201975245825E+01  0.00000000000000000E+00
  7.84142071035517851E+00  1.35091835132228315E+01  0.00000000000000000E+00
  7.86643321660830530E+00  1.36110220826591934E+01  0.00000000000000000E+00
  7.89144572286143120E+00  1.37133365449874542E+01  0.00000000000000000E+00
  7.91645822911455799E+00  1.38161275302166047E+01  0.00000000000000000E+00
  7.94147073536768477E+00  1.39193956591396564E+01  0.00000000000000000E+00
  7.96648324162081067E+00  1.40231415432629714E+01  0.00000000000000000E+00
  7.99149574787393746E+00  1.41273657847356784E+01  0.00000000000000000E+00
  8.01650825412706425E+00  1.42320689762794128E+01  0.00000000000000000E+00
  8.04152076038019104E+00  1.43372517011183760E+01  0.00000000000000000E+00
  8.06653326663331782E+00  1.44429145329096471E+01  0.00000000000000000E+00
  8.09154577288644461E+00  1.45490580356737471E+01  0.00000000000000000E+00
  8.11655827913957140E+00  1.46556827637255687E+01  0.00000000000000000E+00
  8.14157078539269641E+00  1.47627892616055174E+01  0.00000000000000000E+00
  8.16658329164582319E+00  1.48703780640110317E+01  0.00000000000000000E+00
  8.19159579789894998E+00  1.49784496957283046E+01  0.00000000000000000E+00
  8.21660830415207677E+00  1.50870046715643831E+01  0.00000000000000000E+00
  8.24162081040520356E+00  1.51960434962795432E+01  0.00000000000000000E+00
  8.26663331665833034E+00  1.53055666645199473E+01  0.00000000000000000E+00
  8.29164582291145713E+00  1.54155746607506927E+01  0.00000000000000000E+00
  8.31665832916458214E+00  1.55260679591890653E+01  0.00000000000000000E+00
  8.34167083541770893E+00  1.56370470237382495E+01  0.00000000000000000E+00
  8.36668334167083572E+00  1.57485123079211355E+01  0.00000000000000000E+00
  8.39169584792396250E+00  1.58604642548147297E+01  0.00000000000000000E+00
  8.41670835417708929E+00  1.59729032969846507E+01  0.00000000000000000E+00
  8.44172086043021608E+00  1.60858298564201299E+01  0.00000000000000000E+00
  8.46673336668334287E+00  1.61992443444692178E+01  0.00000000000000000E+00
  8.49174587293646965E+00  1.63131471617743671E+01  0.00000000000000000E+00
  8.51675837918959644E+00  1.64275386982084299E+01  0.00000000000000000E+00
  8.54177088544272145E+00  1.65424193328108586E+01  0.00000000000000000E+00
  8.56678339169584824E+00  1.66577894337243571E+01  0.00000000000000000E+00
  8.59179589794897502E+00  1.67736493581318449E+01  0.00000000000000000E+00
  8.61680840420210181E+00  1.68899994521937558E+01  0.00000000000000000E+00
  8.64182091045522860E+00  1.70068400509857049E+01  0.00000000000000000E+00
  8.66683341670835539E+00  1.71241714784365442E+01  0.00000000000000000E+00
  8.69184592296148217E+00  1.72419940472667044E+01  0.00000000000000000E+00
  8.71685842921460718E+00  1.73603080589269467E+01  0.00000000000000000E+00
  8.74187093546773397E+00  1.74791138035375084E+01  0.00000000000000000E+00
  8.76688344172086076E+00  1.75984115598275466E+01  0.00000000000000000E+00
  8.79189594797398755E+00  1.77182015950749658E+01  0.00000000000000000E+00
  8.81690845422711433E+00  1.78384841650467045E+01  0.00000000000000000E+00
  8.84192096048024112E+00  1.79592595139392763E+01  0.00000000000000000E+00
  8.86693346673336791E+00  1.80805278743197562E+01  0.00000000000000000E+00
  8.89194597298649470E+00  1.82022894670671782E+01  0.00000000000000000E+00
  8.91695847923962148E+00  1.83245445013142252E+01  0.00000000000000000E+00
  8.94197098549274649E+00  1.84472931743893938E+01  0.00000000000000000E+00
  8.96698349174587328E+00  1.85705356717595116E+01  0.00000000000000000E+00
  8.99199599799900007E+00  1.86942721669726772E+01  0.00000000000000000E+00
  9.01700850425212685E+00  1.88185028216015091E+01  0.00000000000000000E+00
  9.04202101050525364E+00  1.89432277851868811E+01  0.00000000000000000E+00
  9.06703351675838043E+00  1.90684471951820953E+01  0.00000000000000000E+00
  9.09204602301150722E+00  1.91941611768973068E+01  0.00000000000000000E+00
  9.11705852926463223E+00  1.93203698434445066E+01  0.00000000000000000E+00
