# OCT iter       9000;   J_T =   8.283506089320E-02;   pulse_id =          1                                                                                                                                                                                   
#               time [ns]           Re(ampl) [MHz]           Im(ampl) [MHz]
  1.25062531265632809E-02 -2.62700089523717584E-04 -1.05662973255561855E-04
  3.75187593796898408E-02 -2.45059624003669515E-03 -1.07395241893673186E-03
  6.25312656328163990E-02 -7.02537573878897047E-03 -3.32371078423695804E-03
  8.75437718859429642E-02 -1.41516387633547763E-02 -7.17661539792831347E-03
  1.12556278139069529E-01 -2.39437760835871823E-02 -1.29442571171845388E-02
  1.37568784392196081E-01 -3.64608760976510918E-02 -2.09233314414317140E-02
  1.62581290645322646E-01 -5.17020159551700581E-02 -3.13909932863268362E-02
  1.87593796898449211E-01 -6.96019655675861187E-02 -4.46004091084847565E-02
  2.12606303151575776E-01 -9.00273304196411994E-02 -6.07765387541443006E-02
  2.37618809404702341E-01 -1.12773156077822206E-01 -8.01121778256573269E-02
  2.62631315657828879E-01 -1.37560014168492145E-01 -1.02764289525301047E-01
  2.87643821910955444E-01 -1.64031586397722473E-01 -1.28850652855883457E-01
  3.12656328164082009E-01 -1.91752759935006928E-01 -1.58446851744447392E-01
  3.37668834417208574E-01 -2.20208244212661053E-01 -1.91583627124201544E-01
  3.62681340670335139E-01 -2.48801715930368678E-01 -2.28244611278735493E-01
  3.87693846923461705E-01 -2.76855495828552511E-01 -2.68364460842419494E-01
  4.12706353176588270E-01 -3.03610757632136796E-01 -3.11827401784720626E-01
  4.37718859429714835E-01 -3.28228266494788756E-01 -3.58466196510141111E-01
  4.62731365682841400E-01 -3.49789641317564848E-01 -4.08061539907125237E-01
  4.87743871935967965E-01 -3.67299132498150604E-01 -4.60341887808578487E-01
  5.12756378189094475E-01 -3.79685904009245512E-01 -5.14983717915100558E-01
  5.37768884442221040E-01 -3.85806806224713084E-01 -5.71612219812238975E-01
  5.62781390695347605E-01 -3.84449623626799797E-01 -6.29802407318410307E-01
  5.87793896948474170E-01 -3.74336779449425838E-01 -6.89080643065285159E-01
  6.12806403201600736E-01 -3.54129477450774166E-01 -7.48926561970154947E-01
  6.37818909454727301E-01 -3.22432259370476981E-01 -8.08775377145340313E-01
  6.62831415707853866E-01 -2.77797955214595715E-01 -8.68020548833989491E-01
  6.87843921960980431E-01 -2.18733002325593451E-01 -9.26016794197180193E-01
  7.12856428214106996E-01 -1.43703108230816584E-01 -9.82083413232676117E-01
  7.37868934467233561E-01 -5.11392315135978381E-02 -1.03550790380836166E+00
  7.62881440720360127E-01  6.05561455925899828E-02 -1.08554983676743233E+00
  7.87893946973486692E-01  1.93002479540719668E-01 -1.13144496032866138E+00
  8.12906453226613257E-01  3.47834389567735214E-01 -1.17240950158163293E+00
  8.37918959479739822E-01  5.26694670405492227E-01 -1.20764463177651371E+00
  8.62931465732866387E-01  7.31227120340593228E-01 -1.23634106134127819E+00
  8.87943971985992953E-01  9.63069211129042535E-01 -1.25768373013048840E+00
  9.12956478239119518E-01  1.22384462594805288E+00 -1.27085655832106759E+00
  9.37968984492246083E-01  1.51515569117756010E+00 -1.27504722361618161E+00
  9.62981490745372648E-01  1.83857572736771524E+00 -1.26945193099383924E+00
  9.87993996998499213E-01  2.19564134429134938E+00 -1.25328014212529948E+00
  1.01300650325162578E+00  2.58784470452457338E+00 -1.22575923277811083E+00
  1.03801900950475234E+00  3.01662577956240163E+00 -1.18613904798567549E+00
  1.06303151575787891E+00  3.48336462208265418E+00 -1.13369632648796625E+00
  1.08804402201100547E+00  3.98937367763298534E+00 -1.06773896789859557E+00
  1.11305652826413204E+00  4.53589015874943868E+00 -9.87610118202471687E-01
  1.13806903451725860E+00  5.12406850433028005E+00 -8.92692051503676365E-01
  1.16308154077038517E+00  5.75497294699358619E+00 -7.82409828391927520E-01
  1.18809404702351173E+00  6.42957021114638305E+00 -6.56234713842374529E-01
  1.21310655327663830E+00  7.14872236458674504E+00 -5.13687340173708207E-01
  1.23811905952976486E+00  7.91317984664580454E+00 -3.54340603226017792E-01
  1.26313156578289143E+00  8.72357469614851766E+00 -1.77822282550703759E-01
  1.28814407203601800E+00  9.58041400281905275E+00  1.61826210072989231E-02
  1.31315657828914456E+00  1.04840736061670494E+01  2.27929834437679751E-01
  1.33816908454227113E+00  1.14347920663481286E+01  4.57614050094788671E-01
  1.36318159079539769E+00  1.24326649319786959E+01  7.05367451038802606E-01
  1.38819409704852426E+00  1.34776393303776025E+01  9.71258521471631942E-01
  1.41320660330165082E+00  1.45695089061865239E+01  1.25529113760272493E+00
  1.43821910955477739E+00  1.57079091347613335E+01  1.55740393252701348E+00
  1.46323161580790395E+00  1.68923130371009620E+01  1.87746992715316674E+00
  1.48824412206103052E+00  1.81220273233694975E+01  2.21529641789764353E+00
  1.51325662831415708E+00  1.93961889922390434E+01  2.57062511076348166E+00
  1.53826913456728365E+00  2.07137624133153224E+01  2.94313249055549431E+00
  1.56328164082041021E+00  2.20735369197831375E+01  3.33243041334583445E+00
  1.58829414707353678E+00  2.34741249380968675E+01  3.73806690988807055E+00
  1.61330665332666312E+00  2.49139606810305523E+01  4.15952718747802308E+00
  1.63831915957978969E+00  2.63912994296708376E+01  4.59623481776366383E+00
  1.66333166583291625E+00  2.79042174289723128E+01  5.04755309819695075E+00
